episode,duration,ad_spot,pct_through,context
ELFCM106,19:52,08:47,44.3,"know, is a place where an umbrella comes in pretty handy. Umbrellas began to be more and more widespread in Victorian England, but they were big, heavy things with dangerous spikes that could open quickly and without warning, injuring people around you. So presumably, when it was raining outside, people used to open their umbrellas inside, but children, family members and pets got hurt by these things opening"
ELFCM107,16:12,07:15,44.8,"By this time your heartbeat and your breathing have slowed, your muscles have relaxed even more, and your eyes have completely stopped moving. This stage normally lasts about an hour, and is the longest of the four stages of sleep. Then it’s on to stage 3, we’re still in the non-REM type here, and this is when everything slows to its slowest during the night."
ELFCM108,16:09,07:12,44.6,"For crimes as small as stealing a loaf of bread you might be sentenced to be put on a ship and sent off to America for either 7 or 14 years. The ships were, as you might imagine, horrible, rat-infested vessels. If you did manage to survive the journey, you would in effect be sold to a plantation owner in one of the new colonies."
ELFCM109,20:38,09:20,45.2,"to focus its attention elsewhere, and specifically, to the east. In 1787, as you may have learned about in the last episode on Penal Colonies, the first settlement was established in Australia. But Australia was really a minor feature in the British Empire. The jewel in the crown, as it was nicknamed, was India."
ELFCM110,20:11,09:07,45.2,"Why not give out coupons for a free glass of Coke, to allow people to try it, then they would like it so much that they’d buy it the next time. This was an idea that had been tried by an accountant at Coca-Cola, but on a small scale. Candler decided to do it en masse, and ended up giving away 8.5 million coupons for glasses of Coke, sending it to people through the post."
ELFCM111,19:39,08:56,45.5,"In the 19th century they would often be split into different rooms for different classes of person, similar to how a train or an aeroplane might have different areas for different ticket types, different ticket prices. There was the public bar, or tap room. This was where working class men would meet, and would often be a single room with very few places"
ELFCM112,21:10,09:32,45.0,"You should see your results and think, ok, great, that’s me. Myers and Briggs, the mother and daughter pair, continued working on their system, eventually publishing it in 1962. It wasn’t until 1968 that it caught the eye of a professor of psychology at the University of Florida, Mary McCaulley."
ELFCM113,22:59,10:27,45.5,"In addition to this, Mao encouraged these communes to start making steel for industry, and small, makeshift steel furnaces were created, with peasants melting their metal agricultural tools to make steel. Unfortunately these plans did not turn out to be the resounding success that Mao had hoped for. And that’s a little bit of an understatement."
ELFCM114,22:20,10:11,45.6,"around the coast of South America, up to the Galapagos Islands, all the way across the Pacific to New Zealand and Australia, through the Indian Ocean, stopping off at Cape Town, back to Brazil before stopping off at Tenerife and then returning to Britain. Darwin’s role on the trip was purely as a botanist, as a researcher of the natural world. Although he suffered terribly from seasickness, he actually spent most of his time"
ELFCM115,16:56,07:31,44.4,"diary entries that we get a lot of our knowledge about what happened. Pepys didn’t want to move everything out of his house, but he did want to protect his most valuable possessions. To Pepys, two of his most valuable items were a bottle of wine and his parmesan cheese, which he decided to bury in his garden, to protect it from the fire."
ELFCM116,22:03,09:52,44.8,"a theory of how selfish interests manifest themselves in decision making. But this rejection of his architectural idea didn’t stop Bentham from pursuing his more radical plans about how the justice system, and the penal code, should be reformed. Seen through the lens of utilitarianism, a lot of the prevailing justice system, the justice system at the time, didn’t make sense."
